作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
风雪归舟图,作画,书法,1934,风雪归舟图; 卢鸿草堂图; 华岳乔松; 潭渡村图,evt_02968,林思进《清寂堂日记》：“（甲戌十月）初六日，乙亥，雨。予出访宾虹言别。宾虹出藏书画数事，程松门《风雪归舟图》，有陈楞山、厉樊榭诸人题诗，然非精品。又程邃行书直幅，极佳，若以俪吾归文休，恰相称也。又出董玄宰画《卢鸿草堂图》，王禹卿题，纯是干墨皴染而苍润欲滴。黄鹤山樵《华岳乔松》，气象万千，惊心动目，非三王所能到，真绝诣也。此两轴为予生平看画第一矣，蜀中动言鉴赏收藏，恐无一家能比矣。……宾虹来，乞题其先世凤六山人黄吕《潭渡村图》。山人笔极近文五峰，市贾不知，见以吕字印，以为其人姓吕，每幅题诗者，而别伪署文五峰一款。前数年宾虹游粤得之，乃其家宝也。许宜（疑字误）庵为赋五言，甚工，盖许亦歙人，故情文相
张善孖宴请文艺界-兼为林山腴祖饯,作画,花鸟,1934,张善孖宴请文艺界-兼为林山腴祖饯,evt_02975,《张善孖宴请文艺界-兼为林山腴祖饯》：“名画家张善孖、大千兄弟昨游华山归沪，又值四川诗人林山腴返蜀，特假座陶乐春菜馆宴请文艺界，到者有黄宾虹、顾巨六、许修直、符铁年、王师子、谢公展、陆丹林、郑午昌等三十余人。先由郎静山为众摄影，旋各画家合作花卉立轴两轴，由谢玉岑题诗其上志别。林山腴此次来沪，得诗百余首，命名‘出蜀集’，将由谢玉岑、符铁年、陆丹林等汇刊分赠诸友云。”（11月22日《申报》）
两髯行-题张善孖、大千昆弟华山行卷即以留别,作画,山水,1934,两髯行-题张善孖、大千昆弟华山行卷即以留别; 巫峡归帆图,evt_02976,林山腴《两髯行-题张善孖、大千昆弟华山行卷即以留别》：“张髯兄弟画苑奇，声名崛起人海知。恣今练古入豪素，时人相许为涛溪。大髯画虎虎气出，风叶四举百兽悕。近者一变学戴嵩，耳湿角千躈蹏。季髯骎骎骅骝度，元四家法心手追。尺幅千金那足道，意匠缥缈穷天倪。我昨访君游网师（君昆季寓网师园），骑驴华山去未归。海上叩门忽过我，三峰秀色巾卷披。明星坛边莲花朵，毛女洞前木叶衣。曳枝直上青柯坪，攀绳更渡落雁梯。太华高秋五千仞，峰峦簇簇云烟霏。季也一角妙写寄，敛袵吾欲同王维（大千新写华山一角，玉岑属予题之）。廿年心嗟绘事微，欧倭俗化相是非。若从明季论真脉，斯道将亡当咎谁？今来神王心转怡，诸君逄逄树鼓旗。黄山一叟年古稀
美专秋季画展,作画,山水,1934,美专秋季画展,,
画法要恉,作画,山水,1934,画法要恉; 山水松石格,evt_02982,《画法要恉》：“自来以画传世者，代不乏人。笔法、墨法、章法，三者为要，未有无笔无墨，徒袭章法，而能克自树立，垂诸久远者也。不明笔法、墨法，而章法之间力期清新，形似虽极精能，气韵难求苍润。绳趋矩步，貌合神离，谓之无笔无墨可也。笔墨之法，授之于师友，证之以诗书；临摹真迹，以尽其优长；流览古人，以观其派别；集众善之变化，成一己之面目。笔墨既娴，成为章法。画家创造，实承源流，流派繁多，尽归于法。夫而后山川清丽，花木鲜妍，人物、鸟兽、虫鱼生动之致，得以己意传写之。艺有殊科，而道皆一致，否则入于歧异，积为弊端，黄大痴‘邪甜俗赖’之讥，何良俊‘谨细巧密’之病，学者差之毫厘，谬以千里，潜心省察，审择不可不慎也
老人峰图,作画,山水,1934,老人峰图,evt_02985,12月15日，与郎静山等组织之黄社摄影书画展览会在八仙桥青年会揭幕，除展出浙江省建设厅五月间组织摄影家赴黄山所拍摄照片外，同时展出书画家以黄山为主题的作品。作《老人峰图》参展。
上海美专秋季画展与音乐会,作画,山水,1934,上海美专秋季画展与音乐会,evt_02998,《上海美专秋季画展与音乐会》：“上海美术专科学校二十三周年纪念举行新校舍奠基礼，同时举行秋季绘画习作展览会，陈列西画风景、人体、木炭、水彩，国画山水、花卉计二十余室，都千余点，国画与西画、教育如王济远、黄宾虹、诸闻韵、倪贻德、张弦、刘抗、王远勃、吴茀之、汪声远等，皆有最近之杰构。（下略）”（11月29日申报）
蜀游图,作画,其他,1934,蜀游图,evt_03005,本年作《蜀游图》赠汪律本。
画家李竹瑞作品展,作画,山水,1935,画家李竹瑞作品展,evt_03035,《画家李竹瑞作品展》：“绍兴李竹瑞君，精绘事，山水尤其擅长，清末就幕蜀中，嗣遂税居成都，以绘画自遣，现年已七十余，造诣之深，世所罕觏。其所作山水，气魄磅礴，六法俱备，徐悲鸣曾题其一帧，谓‘皴点浑古，入眼新奇，当世大江南北，无此等人物’，又黄宾虹氏亦尝称其‘六法精通，当代无双’，惜以僻居蜀中，遂为世人所少见。近因□□□□，李君乃避乱来沪，友人有劝其问世者，先生以年事已高，沪上系暂寓，不久拟返川。近日京中寳文斋书画展览会开幕，友人丐其数帧陈列，如峨嵋写景、巫峡写实、匡庐诸作，并皆精品。李君寓上海西门路永裕里四八号，世有爱好艺术之士，当以一见为荣也。”（3月22日申报）
暮色,篆刻,山水,1935,暮色; 江山野雨图,evt_03052,《王济远返沪谈在菲举行书画展览经过△菲人对于中国艺术颇少认识△菲大美术院长特交换画一幅△并拟遣派学生来华研究美术》：“上海美术专科学校副校长王济远氏此次赴菲举行中国现代书画展览会业已完毕，于日前偕赴菲观光团同时返沪。上海社记者昨特往访王氏于寓所，据该画展经过及菲地艺术情形如下：△展览经过：王氏谈此次赴菲举办展览，目的在沟通中菲文化，敦驾友邦友谊，并借此筹款建筑美专新校舍，携带作品共计书画三百件，于上月十三日在马尼剌东方俱乐部及中华青年会两处举行。开幕之日，各国领事亲来参加典礼，颇为隆重，参观者亦拥挤异常，原定至十八日闭幕，旋应各界要求延期至二十三日闭幕，售去书画约两百件，余件由华侨教育会代为管
黄山全景图卷,作画,山水,1935,黄山全景图卷,evt_03057,3月，张善孖将代表黄社赴南洋举办巡回展览，作《黄山全景图卷》，与许承尧、吴湖帆、叶恭绰、谢公展等为之题跋，以壮行色。
邱石冥国画展览会,作画,山水,1935,邱石冥国画展览会,evt_03102,《邱石冥国画展览会》：“北平名画家邱石冥主办京华美术学院凡十余载，近携个人杰作及学生作品百余轴南下游览名胜，假道沪滨，本市中国画会名家王一亭、黄宾虹、张聿光等数十人，特假座功德林设宴招待，并为发起展览，公诸同好。其日期已定于昨日起至二十八日在三马路石路东首上海文艺社举行。闻该会作品中，除个人花鸟山水杰作外，并有近作油画花卉一幅，为国画中别开生面者。其他尚有该院教授吴锐江、徐燕荪、于非厂、汪慎生、周怀民等合作多幅，均极名贵，而全部学生成绩均属精品，届时开幕，定有一番盛况云。”（5月26日申报）
桂林八景图,作画,其他,1935,桂林八景图,evt_03111,6月，为陈柱作《桂林八景图》。
忆旧游,作画,山水,1935,忆旧游; 桂林八景图; 八景图; 八桂豪游图; 学术世界,evt_03112,陈柱《忆旧游》：“黄先生又为余作《桂林八景图》，而题桂林清道光间诗画家罗星桥（辰之）诗于其上。诗多，今不录，然星桥诗可谓生造险涩，欲与桂林山水争奇，而黄先生之《八景图》，尤足与《八桂豪游图》相发，盖前者以淡远胜，而后者以雄浑胜矣。近吾于友朋雅会之际，展图共赏，未尝不按图指曰：是吾昔日看黄先生写真处也，是吾昔日曾与黄先生大醉处也。”（《学术世界》第一卷第九期）
漓江揽胜亭图卷,作画,其他,1935,漓江揽胜亭图卷,evt_03140,此际，为林次瓞作《漓江揽胜亭图卷》。
九龙潭图,作画,其他,1935,九龙潭图,evt_03157,新秋，重游九龙潭，作《九龙潭图》。
云归图,作画,其他,1935,云归图,evt_03159,约此际，为孙仲英画《云归图》。
归云楼图,作画,其他,1935,归云楼图,,
北流萝村陈柱尊山屋图,作画,其他,1935,北流萝村陈柱尊山屋图,evt_03168,为陈柱作《北流萝村陈柱尊山屋图》。
四时花卉图,作画,花鸟,1935,四时花卉图,evt_03170,秋，为张善孖跋其所作《四时花卉图》卷。
秋山烟树图,作画,其他,1935,秋山烟树图,evt_03175,为马君武作《秋山烟树图》。
松鹰图,作画,其他,1935,松鹰图,evt_03177,9月11日，与夏敬观、谢公展、诸乐三等聚于刘海粟“海庐”寓所，扺掌论画，并合作《松鹰图》。
渐江大师事迹佚闻,作画,山水,1935,渐江大师事迹佚闻; 石淙秋泛图,evt_03183,《渐江大师事迹佚闻》：“丙戌（当为乙亥）秋，重游黄山，还至西干，曾偕若婴一跻披云峰顶，展渐师墓。时邑中许疑庵、江彤侯两君方事修葺，鬛封三尺，植寒梅数丛，工犹未竣。拾级而上，远眺黄山云门诸峰，若在天际，而乌聊、紫阳二山，近接几案，澄江如练，环绕林麓，有舟筏二三浮沉于空明者，碎月滩也。前二百年，新安之盛，渐师作《石淙秋泛图》，尝与吴不炎、程非二、许青岩、江允凝诸公觞咏其间，纵观古人法书名画之乐，殊堪悬想，今不可见矣。坐憩移时，遂与循途而返。俄而夕阳沉阁，已入暝色。迨蹋城𬮱，灯火万家，隔江峰峦，隐隐云表而已。”
画展,作画,山水,1935,画展,evt_03214,《画展》：“名艺术家兼考古学者、新安黄宾虹氏已于昨日抵京，书画家许士骐、杨缦华伉俪特往欢迎，即下榻许寓。所作山水，独步一时。历任国内各大学艺术教授，门弟子遍国内外。” （11月3日南京《新民报》）
节盫印泥,篆刻,篆刻,1935,节盫印泥; 集古印谱,evt_03242,《节盫印泥》：“印泥有三品：细润净洁，鲜红悦目，钤于纸上，毫发必显，久而弥光，是为上品；质料精纯，调制得法，不沉朱走油，细腻适用，是为中品；参用洋红，颜色暗紫，凝结不化，黏蔽刻画，毫无精采，是为下品。明顾氏《集古印谱》所钤玉印之印泥，细润清朗，莫与伦比，此上品也。有清以来，诸好事所用者，大都中品，未见有超绝之作。今市廛所制者，多参用洋红，故其色暗紫而不鲜明，为识者所不取。方君节盫为余友介堪之介弟，研究斯道，颇具苦心，调剂之法，深得古人之秘，近制尤为精纯，而无嫉红黝紫之弊，诚上品也。兹拟公诸同好，爰为订例如左。褚礼堂、于右任、王一亭、赵叔孺、王福盫、黄宾虹、张大千、马公愚同订。中华民国廿五年元旦
吴市长昨宴请名收藏家  为博物馆征求陈列物品,书法,其他,1936,吴市长昨宴请名收藏家  为博物馆征求陈列物品,evt_03321,《吴市长昨宴请名收藏家  为博物馆征求陈列物品》：“市博物馆新舍于去冬落成后，即成立筹备处于中华学艺社内，数月以来，渐有头绪。前曾分向本外埠收藏家征求陈列物品，已收到金石、陶器、甲骨、拓本等古器万余件。因求内容充实起见，故于昨晚，由吴市长在海格路私邸招待著名收藏家及学术耆宿，远道如南京、苏州各地兼程赴沪，翩然莅止。如蔡孑民、丁福保、王一亭、阎甘园、李拔可、黄宾虹、张叔驯、张葱玉、张善子、文素松、周子静、卫聚贤、潘博山、叶誉虎、程演生、管复初诸氏等，济济一堂，由市长及第一科长李大超殷勤招待。席间由市长报告计划建筑博物馆情形，陈述感谢各界协助之意，并望国内各收藏家尽量捐赠或寄存陈列物品。继由李科长
地之子,作画,其他,1936,地之子,,
市博物馆各方赠送陈列品踊跃,书法,其他,1936,市博物馆各方赠送陈列品踊跃,evt_03331,《市博物馆各方赠送陈列品踊跃》：“市博物馆自迁入新馆办公以来，工作非常紧张，各方送存陈列品更形踊跃。最近一周间，计有黄宾虹送存古瓷器、唐写经及明清书画等数十件，张叔驯送存汉漆器，胡汝鼎送存电机模型及各式无线电，狄平子送存古代人骨及名贵书画，田中修送存澳洲工人所用石器及珊瑚等，均珍贵而难得。京沪甬铁路管理局送存大鲸鱼，管复初送存唐宋明瓷器大小四十件。中委杨庶堪送存历代瓷器多件。杨氏为藏瓷名家，所藏著称中外，此次所捐之品，为杨氏一生心血所粹云。又该馆董事吴湖帆送存陶器、书画、盔甲等数十件，已由该馆派员赴苏领收云。”（3月8时事新报）
金刚钻,篆刻,山水,1936,金刚钻,evt_03336,与施济群书：“济群先生大鉴：许久不晤，念甚。顷有友寄来本星一日《金刚钻》报，载有鄙人入日籍一则，署名‘密勿’二字，未详何许人，不知此说从何来，本可不须置辨。鄙人原籍歙县，有黄山、渐水之名胜，新安夙号程朱阙里，理学渊源，明清两朝以来，文章道德，艺能之士，均足凌轹江浙诸省，至经学书画篆刻，尤为全世界所钦慕。近年偕同乡学者辑印《安徽丛书》，襄修《歙县志》，不忍恝置，旋食沪渎三十年，固未尝一日忘故山也。寓申日久，虽有二三日友讨论文艺，或存或亡，久不通讯。惟慨中国衰弱原因，不仅科学物质事事不如它人，即宗邦固有之文艺，均无有团体之研究，如日之说文会，及陆王学术书画道类，而徒标榜声气，征逐浮荡，窃为深耻。十
九华山拜经台图,作画,其他,1936,九华山拜经台图,evt_03340,春日，为友人重题旧作《九华山拜经台图》。
青山浮云图,作画,其他,1936,青山浮云图,evt_03344,春日，为黄文征作《青山浮云图》。
海山揽胜图,作画,山水,1936,海山揽胜图,evt_03347,为王季原作《海山揽胜图》，叶恭绰誉为开绘香港山水之“先路”。
横槎江上图,作画,其他,1936,横槎江上图,evt_03375,为罗复堪作《横槎江上图》。
江头西风图,作画,其他,1936,江头西风图,evt_03432,初冬作《江头西风图》。
飮虹簃校曲图,作画,其他,1936,飮虹簃校曲图,evt_03443,本年为卢前作《飮虹簃校曲图》。
寒月行窝图,作画,其他,1937,寒月行窝图,evt_03452,丙子腊月，为蔡守作《寒月行窝图》。
城南草堂勘书图,作画,其他,1937,城南草堂勘书图,evt_03469,春，为王叔平作《城南草堂勘书图》。
柏园图,作画,其他,1937,柏园图,evt_03556,为许承尧绘《柏园图》。
我所知道的国画研究馆——〈为护国宝办画馆〉续篇,作画,山水,1937,我所知道的国画研究馆——〈为护国宝办画馆〉续篇; 罗汉礼佛图; 渔乐图册; 草虫画册; 山水画册,,
竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆,作画,山水,1937,竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆; 中国画学讲义; 南巡图,evt_03565,石谷风《竹北栘问学录——师从黄宾虹先生学习书画鉴定的回忆》：“1937年秋，我在北平古物陈列所国画研究会（馆）求学，黄宾虹是我接近最多的导师之一。我在黄先生客居北平十年间，登门问学未尝中断。每逢星期二，先生来国画研究馆讲课，他编印的《中国画学讲义》，内容包括绘画源流、笔墨技法和画家佚事等。先生讲学不尚空谈，着重理论联系实际，时常临画案详加指点。我当时正在临摹王石谷仿宋元山水画册，先生看过说：‘此画不真，是代笔。’我不以为然，觉得画得精致，又是宫廷藏品，就诧异地问先生疑点何在，先生指着画面说：‘笔力弱，墨气轻浮，不似王石谷笔法，仅是章法貌似。落款康熙己巳年，此时王石谷正绘《南巡图》，这画可能是门
碧峰禅师山水图,作画,山水,1937,碧峰禅师山水图,evt_03589,跋《碧峰禅师山水图》卷：“此碧峰禅师所画山水，成于丁未，为元正至二十七年。沧桑世变，飘流河上，寓意画禅，否塞可想。明年洪武戊申诏举高行沙门，建普度大会于钟山，召问佛法鬼神情状，师以高僧奏对称旨，御制诗赐之。卒后，宋濂为撰舍利塔铭，遇何隆也。其先俗姓石氏，陕西干州永寿人，曾游五台山，建灵鹫庵，游学之僧多至千余人。又尝跌坐大树下，会溪流横溢，人意其已死。越七日，水退视之，燕坐如平时，惟衣湿耳。详载江宁府志。夫道之所存，诚不以境遇丰啬系怀，故其作画气韵清逸苍润，层峦叠𪩘，犹有北宋遗矩。论者言其画山水似江阴道士彭玄中。彭玄中学何澄，何澄当宣德间，以藨擢兖州牧，距洪武初近六十年，时代较后，是欲以刘道士、
秋山图,作画,山水,1938,秋山图; 浮岚; 夏山,evt_03602,自题：“赵宋南渡，刘松年、李晞古作山水画，皆用重色，以粉饰承平。董思翁言，润州张修羽所藏黄大痴《秋山图》，用青绿设色，写丛林红叶，翕赧如火，研朱点之甚奇，当为一峰妙墨第一，非《浮岚》《夏山》诸图堪为伯仲，岂其尚有南宋遗意耶？甚矣积习之移人也。戊寅之春，刚主先生出佳楮属作设色山水，日久不事丹青，安能拟议古人哉，聊供嗢噱而已。天都黄宾虹。”（香港缘山堂藏）
淞南醉别图,作画,其他,1938,淞南醉别图,evt_03603,去年11月上海沦陷，本年2月陆丹林转赴香港，得悉此消息，为作《淞南醉别图》赠行，有“不堪风雨东南急，白浪掀天送客舟”之语。
春明馆看花图,作画,其他,1938,春明馆看花图,evt_03608,春，作《春明馆看花图》卷寄赠许承尧。
中央公园画展 捐京华美术学校,作画,书法,1938,中央公园画展 捐京华美术学校,,
金华洞风景,作画,其他,1938,金华洞风景,evt_03634,夏，张祥凝刻“宾公”朱文印，并托陆丹林作介乞画，为作《金华洞风景》。
宋故行宫图,作画,其他,1938,宋故行宫图,evt_03652,冬，为陈柱作《宋故行宫图》。
助读楼图卷,作画,其他,1939,助读楼图卷,evt_03660,1月，赫宠恩造访，恳请为绘《助读楼图卷》。16日（戊寅十一月二十六日）驰书详载尺寸画面内容等项。
仿倪云林图册,作画,其他,1939,仿倪云林图册,evt_03672,春夏之际，为陈柱尊作《仿倪云林图册》。
惠麓图,作画,其他,1939,惠麓图,evt_03673,自题一：“云林画《惠麓图》，云‘廿二日复从仲明假以赠陆信甫’，事隔十二年，而交谊可见。”
说文,书法,书法,1939,说文; 说文; 广韵; 长青馆藏中国书画,evt_03683,朱炎午题：“题宾虹仿云林画册。老友宾虹画入神，新安画派最清真。兴来忽仿云林稿，十纸缄题赠故人。师林摹本数前翰，尽道无如查士标。今见倪黄真合作，画情我觉一峰高。倪翁树石最萧闲，焦墨微皴即是山。枝干无多见繁密，我知此法本荆关。弥天兵火感收藏，乱世惟应语吉祥。我为柱尊书纪念，子孙永宝贮青箱。柱尊先生雅属，北平朱炎午书篆。《说文》无‘查’字，《说文》木部作柤，闲也。左形右声，非上形下声，今字作‘查’，从木下旦，全失形声，不知所出。因系人姓氏，不可更书它字，故通俗书之。按《广韵》九麻有‘查’，下从且，非从旦。篆书作‘查’，非敢异也，愿与方家政之。就闲又志。”（《长青馆藏中国书画》）
平复帖,作画,其他,1939,平复帖; 缘山堂; 息茶庵; 留今翠轩; 画谈,evt_03701,与黄居素书：“居素仁兄大鉴：叠诵手书，聆悉兴起清适，至慰至慰。前寄奉画册，系近年读画余暇挥洒之作，零碎不齐，尺寸不复记忆，兹检行箧尚存一页，是否长短相同？如合当再补画，复示为盼。仆自粤游后，为友邀阅故宫南迁书画，新旧三年，不下万余轴，卷册差同。中惟明清二代绝少精品，南宋元人画颇多有奇特者。细玩古人笔法相承，至文、沈后已失。文五峰刻意学唐画，奇伟秀丽，高出征仲之上，后世罕知。元季四家，古拙处亦全从唐画来，初看甚率易，凝神观之，真是一幅最工细之作，工在意不在笔，而笔之妙全是功力深到之处，后人不能学。仆因发奋，每日拂晓而兴，勤习无间断，积大小画五百余纸，在沪被窃大半，北平所作，又尽失去。后得惬心之作
峨嵋山图,作画,其他,1939,峨嵋山图,evt_03704,秋，为黄居素作《峨嵋山图》长卷。
七乘,作画,山水,1939,七乘,evt_03705,自题：“甲戌、乙亥、丙子三年中游蜀粤归，得写画稿千余纸。观故宫南迁名画，寒暑无间，数以万计。因采各家所长，出以己意，昕夕点染，置行箧中，自南而北，又历数年，始足成之。余自胜衣就傅，随侍金华山中，诵习余闲，见古书画即心喜之。家有古今名迹，晨夕展对，悟其笔意，优游自得。弱冠返歙，求睹黄山世族旧藏，跋涉远道，不惮劳悴。长侨淮海，时古物珍玩麕集维扬，鹾业犹盛，泛览群籍，闲蓄法书名画可三百轴，明代楮墨弋获尤多，行箧往来，携以自随。洎清叔季，旅食沪上，欧美人出其雄赀，搜罗唐宋古画。四方至者，真赝杂出，得以甄别选录，临摹章法，购置元人逸品，参悟笔墨。既师古人，兼师造化，因游粤桂、荆楚、齐鲁、燕赵、川蜀诸山水
东涯老屋图,作画,其他,1939,东涯老屋图,evt_03706,秋，应段拭请，为其伯父张伯英作《东涯老屋图》。
焦山消夏图卷,作画,其他,1939,焦山消夏图卷,evt_03708,10月，蔡守代黄仲琴乞画《焦山消夏图卷》。
焦山消夏图,作画,其他,1939,焦山消夏图,evt_03709,蔡守书：“宾虹老兄足下：八月廿八日挂号寄上程宾白画册款识与跋，浅绛冷金笺二叶，乞赐跋程册及册首，又米色旧册一叶乞题汪芥亭画册首，白色冷金笺四条乞诗画，计可早到也。九月三号又上一书，迄今月余未辱写寄，至盼至盼。香港帅铭初书来谓每月介绍缋事，润毫可三五百金，信然，则足下笔墨生涯亦不恶也。今得黄仲琴写寄奉题凤六山人画册一来嘱转上，并云欲得足下为写一小手卷（高约五寸，长约二尺）作《焦山消夏图》，因流落岛市，殊非裕余，拟奉卅金，足下俛允，当即寄奉如何？此叩道安。弟守顿首。十月八号。”
双树居图,作画,其他,1939,双树居图,evt_03724,本年，为杨铁夫作《双树居图》卷。
画谈,作画,山水,1940,画谈; 图绘宗彝; 芥子园; 十竹斋; 画征录,evt_03728,《画谈》：“［绪论］古有三不朽：立德、立功、立言。中国言成德，欧人言成功；阐明德性者，东方之艺事，矜尚功力者，西方之艺事；意旨不同，而持论异矣。孔子曰：‘士志于道，据于德，依于仁，游于艺。’道德依归于仁，仁者爱人，一艺之微，极于高深，可进乎道，皆足济世。图画肇始，原以羽翼经传，辅助政教，法至良，意至美也。支分流派，至有山水人物花鸟虫鱼诸类；一类之中，又有士习、院体，以及江湖、市井技能之攸异。其上者，足以廉顽立懦，感发清介绝俗之精神；其下者，仅以娱情悦目，引起华侈无厌之嗜欲。遵循日久，相习成风。正如歌曲郢中下里巴人，和之者众，而引商刻羽，杂以流徵者，乃以知希为贵而已。浅根薄植之子，漫不加察，遂以
蒙山隐居图卷,作画,其他,1940,蒙山隐居图卷,evt_03732,应蔡哲夫之请，为何觉作《蒙山隐居图卷》。
茶寿高会图,作画,其他,1940,茶寿高会图,evt_03735,2月23日为明人杜茶邨生日，蔡哲夫以流亡时曾居杜茶邨（于皇）故宅，仍召集友人，举行茶寿会，为作《茶寿高会图》，蔡氏得画，惊其已变“新安之旧”。
松籁阁图卷,作画,其他,1940,松籁阁图卷,evt_03748,夏，为翁纫秋作《松籁阁图卷》。重出
山居清话图卷,作画,其他,1940,山居清话图卷; 松籁阁图卷,evt_03761,夏，为翁纫秋以焦墨法作《山居清话图卷》、《松籁阁图卷》。
黄山写生册,作画,山水,1940,黄山写生册,evt_03769,秋，为黄居素作《黄山写生册》十二帧。
林衡者诗意图,作画,其他,1940,林衡者诗意图,evt_03772,秋，作《林衡者诗意图》。
风雨勘诗图,作画,其他,1940,风雨勘诗图,evt_03778,冬日，高吹万寄眎《丁丑戊寅日记节钞》，内充溢怀念亡女之情，作《风雨勘诗图》慰之。
碧山草堂图卷,作画,其他,1941,碧山草堂图卷,evt_03823,初夏，为翁纫秋作《碧山草堂图卷》。
雪庐画社举办扇展△今日开幕,书法,人物,1941,雪庐画社举办扇展△今日开幕; 松阴高士; 庭闺仕女; 秋野幽禽; 白孔雀,evt_03826,《雪庐画社举办扇展△今日开幕》：“雪庐画社主办之时贤扇展，今日起在稷园举行，连日收到名书画家精品甚伙，昨日开始布置，陈列甚为齐整，举凡名家如吴待秋、齐白石、周养厂、黄宾虹、萧谦中、溥心畬、陈半丁、王雪涛、季观之等，书家如寿石工、罗复堪、沈凤翔等，均有出品，并有陈半丁、萧谦中合作，齐白石、王雪涛合作，寿石工、宋君方合作各品，均极精湛。又雪庐画社导师，如晏少翔之《松阴高士》《庭闺仕女》、钟质夫之《秋野幽禽》《白孔雀》、王心竟《松阴清话》《双松平远》、金禹民之篆隶钟鼎、朱书《百寿图》，并该社学员本年精华，均同时陈列云。”（6月1日新北京报）
参观随笔,作画,山水,1941,参观随笔; 长恨歌; 老杏; 蜀葵; 阿弥陀佛经,,
郭味蕖画展今日第三日,作画,山水,1941,郭味蕖画展今日第三日; 仿新罗花鸟; 芍药; 春柳图; 白梅,evt_03845,《郭味蕖画展今日第三日》：“名画家郭味蕖，潍水望族，富收藏，精鉴赏，每日沈浸于古书画中，孜孜伏案，融会古人，自出炉冶，所作山水花鸟，精雅绝俗，秾丽中度，气韵闲远，洗尽甜浮。画展自开幕二日以来，风和日暖，稷园路上，游人倍增。如黄宾虹所题之《仿新罗花鸟》，周养庵所题之《芍药》，溥心畬所题之仿赵大年《春柳图》，于非厂所题之《白梅》，风趣高古，别具町畛。他如仿奚铁生之山水，仿南田之《二苏图》，以及《读书秋树根》、《层峰霁雪》各页，尤为人所称赏。郭君画宗南北，屡在沪、杭、青、济举行各展，久为各界所钦仰，今日所得之圆满结果，决非偶然也。”（8月26日新北京报）
增补砚边点滴,作画,山水,1941,增补砚边点滴,evt_03861,存考：正如他的书法一样，黄宾虹花鸟画的创新与造诣，很长时期以来，为他日益隆盛的画名所掩盖。这固然与他花鸟画问世晚而且少（相对于山水画而言）不无关系，此外还有一个不容忽视的原因，即与他具有独创性的花鸟画一时不易为世人普遍接受有关。接受需要时间。这可以从近年来他的花鸟画集日渐行销得到些微信息：他的花鸟画正日渐得到愈来愈多人的认同和激赏。齐白石以其花鸟画笔墨趣味作的山水画，和黄宾虹以其山水画笔墨精神作的花鸟画，最初都得不到世人普遍的认可，而到最后又都赢得超凡的声誉（祇是就黄宾虹而言来得更晚一些），不能不说是个意味深长的现象。山水画家画花鸟较诸花鸟画家画山水，按照钱松嵒先生《增补砚边点滴》一书说法，具
石谷风画集·年表,书法,其他,1941,石谷风画集·年表,evt_03866,《石谷风画集·年表》1941年条：“经黄宾虹先生介绍，购置一批晋唐文书和写经墨迹。据黄宾虹先生考证，此批文书和写经残片年代，上限为西晋，下限至宋初，后即以时序编排成册，曰‘晋魏隋唐残墨’，黄宾虹先生以‘予向’署名题签。”
江行秋色图卷,作画,其他,1941,江行秋色图卷,evt_03870,本年为翁纫秋作《江行秋色图卷》。
杨铁厓诗意图,作画,其他,1942,杨铁厓诗意图,evt_03893,初春，以吴仲圭（镇）法作《杨铁厓诗意图》。
南山瑞霭图,作画,其他,1942,南山瑞霭图,evt_03922,冬日，作《南山瑞霭图》祝黎母甘太夫人寿辰。
燕郊纪游图,作画,其他,1942,燕郊纪游图,evt_03930,本年，作《燕郊纪游图》。
李空同词意图,作画,其他,1942,李空同词意图,evt_03932,本年，为黄公渚作《李空同词意图》。
蒲松龄集,作画,其他,1943,蒲松龄集,,
眉寿图,作画,其他,1943,眉寿图,evt_04005,9月26日秋分后三日，童大年作《眉寿图》以为八十华诞寿。
晚晴山房图,作画,其他,1943,晚晴山房图,evt_04017,11月29日，夏丏尊托傅雷代请为纪念已故弘一法师重作《晚晴山房图》。
万松峦翠图,作画,其他,1943,万松峦翠图,evt_04024,冬，为翁纫秋作《万松峦翠图》卷。
黄山松图,作画,山水,1944,黄山松图,evt_04030,此际，作《黄山松图》祝许承尧七十寿。
闲闲山庄图,作画,其他,1944,闲闲山庄图,evt_04054,春，为高燮作《闲闲山庄图》。
怀旧楼校书图,作画,其他,1944,怀旧楼校书图,evt_04067,5月，为姚光作《怀旧楼校书图》。
气韵,书法,山水,1944,气韵; 芥子园画谱,evt_04078,与傅雷书：“怒庵先生著席：昨奉扇页，谅荷詧收。顷诵手教，谦抑精审，佩极佩极。‘没笔痕而显笔脚’，分明是笔，融洽是墨。没笔痕是融洽，显笔脚是笔法分明。‘谓之书画者’，书法用笔，与画用笔相通，方是名大家。此二句，原是前人论画之成语，书家有笔法无墨法，谓之奴书，唐人写经，多经生所作，故不名贵。古人善书者必善画，以画之墨法通于书法。观宋元明人法书，如赵子昂、文征明，至于王铎、石涛，其字迹真伪至易辨。真者用浓墨，下笔时必含水，含水乃润乃活。王铎之书，石涛之画，初落笔似墨沈，甚至笔未下而墨已滴纸上。此谓兴会淋漓，才与工匠描摹不同，有天趣，竟是在此。而不知者，视为墨未调和，以为不工。非不能工，不屑工也。考试
江淮纪游图,作画,其他,1944,江淮纪游图,evt_04079,夏，为秦更年作《江淮纪游图》。
