作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
京锡游草,题跋,其他,1919,京锡游草,evt_01142,高燮题：“筱甫社兄有道得黄宾虹老人画属题，此为己未年余与泾县胡朴安、醴陵傅屯艮同游京口、锡山，当时兴会甚好，三人者各得诗多首，印有《京锡游草》一册，并请宾虹作图二幅，同影印入册内。自经遭乱，吾家藏书长物都尽，而此游草尚于友人处觅得一册，则此画二帧均在焉，其原画流落于外，此其二幅之一也。前日严孟老见此幅于骨董客之手，即驰书称告问要否购回，余以浩劫余生，一贫如洗，力不能收，亦无意收也。今此画乃能归诸吾友筱甫，真得所也，喜可知也。案：己未为民国八年，时余年四十有二，朴安与余同庚，屯艮则少于余数岁，今二君皆久作古人，惟宾虹时年五十四，其画最为精湛，今已八十有七，方息影于西湖之栖霞岭，余亦七十有三，一窝
义田始末,题跋,其他,1919,义田始末,evt_01146,又：“奉接贵函，备蒙教益，上祖宗仁德之义，下全手足友爱之私，环诵再三，心感谢谢。昔吾族念修府君有弟不能劝诫，因自责曰：弟之不驯，吾身教不立耳。顽劣如质，丛尤集咎，其又奚辞！惟念先君忠直好义，乡里所闻，质恒自勉，并欲以此勗诸季，凡于私事无不退让，惧以不谬，始厥考羞。至管义田之事，二弟去年当□携出质前致□文会公夅之函，私心早已筹虑及此。前年风闻盗卖之事，当即驰函与之，而渠置之不答。去年返里，颇欲其开诚布公，质原欲为其弥缝缺陷，法言玉语，无所不至，而渠讳莫如深，乃不得已，而乞诸公查实。私人为公，俱在洞鉴中矣。今承德教，遽捐一二百金为赎回义田之费，私心虽愿，然以宗规之周密，如此轻易取赎，势必愈长恶风。
画征录商兑,著述,篆刻,1919,画征录商兑; 艺林摭谈; 篆刻麈谈; 新画法; 新画训,evt_01155,8月16日，《时报》新设副刊《美术周刊》，聘为主编，撰《画征录商兑》、《艺林摭谈》、《篆刻麈谈》等文数百篇，并改写陈树人译述《新画法》前半画理部分为《新画训》，均刊于周报。
神州国光集,著述,花鸟,1919,神州国光集; 中国名画集; 新安四巧工; 四巧工传; 冰谼杂录,,
说文古籀补,著述,篆刻,1919,说文古籀补; 金石学录补注; 净砚斋艎印录; 弄墨斋藏古玺印印谱,evt_01165,秦更年书：“宾虹先生左右：顷奉手书，悉‘篆刻麈谭’出自巨手，甚盛甚盛。忆戊己之间，南游岭海，道经沪上，曾于邓君秋枚处获奉教言，风尘一瞥，十载于兹，计已不复省记矣。执事博雅好古，专意于三代先秦文字，赓续愙斋《说文古籀补》，所业远大，迥迈时流，若书画篆刻，在公特其余事耳。鄙人奔走天涯，学殖荒落，客居多暇，无以自聊，偶或研求板本，旁及金石古印谱录之辑，实发于近数月间，就敝藏及同志所有，次第甄录，才得十余种。友人宣君古愚近撰《金石学录补注》，曾以此事商之，久未得复，意其醉心泉币，无意及此，我公属有同嗜，倘能于纂述之余，共成其事否？其例以集秦汉古印者为断，首录书题及卷数，不分卷者记册数，次撰人姓名，与夫
篆刻麈谭,篆刻,篆刻,1919,篆刻麈谭; 黄宾虹诗文著作系年; 篆刻麈谭,evt_01166,存考：发信人自称十载未见，上次相见在“戊己之间”，则此信当写于戊午己未之间无疑。发信人称见到报上《篆刻麈谭》而写信给报纸主笔，黄宾虹作了回复，因而信开头就有“顷奉手书”之语。查拙编《黄宾虹诗文著作系年》，《篆刻麈谭》连载最早见于1919年9月2日时报，而秦更年就是看到时报美术周刊才写信询问著者为谁的。
木孙楼图,作画,其他,1919,木孙楼图,evt_01169,冬，为蔡哲夫题广东曲法县南华寺北宋木刻造像拓本，并作《木孙楼图》。
剑父画谱,出版,其他,1920,剑父画谱,evt_01185,6月，高剑父《剑父画谱》由审美书馆发行。版权页刊登广告，中含谱主作品。
红嶶感旧图,著述,山水,1920,红嶶感旧图; 听猿图; 剑胆箫心,evt_01226,姜可生书：“滨虹社督道席：倾倒征君风度久已，汪汪千顷波，未容近挹，宁非缘之悭邪！吾社精六法者，自故人苏子榖怛化，赖公与寒璚（嗜字改为挑手傍）拄风雅，所谓参灵酌玅，画外有情，迥非俗流可望及。曩见君剑《红嶶感旧图》，气均潇洒，烟林清邈，而景落缣素间，直与诗意相参，令人悠然动止中想，展对辄有余趣，空谷佳人，似闻芳躅，缠緜恩怨，自尔千秋，屯艮何幸得之，为之妒羡煞已。比闻辟嚣海上，名山事业，积久弥盛，可湖海流离，十年结客，迺与先生无一面之雅，中情驰结，如何可宣！寒琼近居危城中，益复可念，邮来《听猿图》两帧，为去年属缋者。弟自癸丑之役，落落不合时宜，尝南去悬嶴吊苍水遗祠，鲒琦亭外，一抹斜阳，松岭芝纡，每闻
题襟馆发起书画助振会,书法,书法,1920,题襟馆发起书画助振会,evt_01231,《题襟馆发起书画助振会》：“拯救直鲁豫晋湘陕闽浙各省水旱兵灾，现承海内书画名家慨助墨宝，及鉴藏家什袭珍品，共计二千余件，已发售振券，每张售银五元，约期摇奖，券各有赠。兹将台篆列后：吴昌硕篆书屏、行书屏、画条，何诗孙行书对、行书屏、书屏，康南海书堂幅、联，伊峻斋对联、册页，周雨卿旧画，顾鹤逸画，徐竹贤画中堂，石炽君画中堂，吴铁珊对、中堂，李平书旧书画，程瑶笙画中堂，翁印若画中堂、对，何熙伯扇面书画，曹恂卿书画，管西园书画，郭和庭画中堂、对，赵叔孺对，邹适庐写拓，黄克明书画，沙辅卿画，唐吉生画、对，吴子茹画、对，吴石潜书画，马肿背画，吴东迈篆屏，王一亭书画，叶指发书画，丁辅之印泥（会中印刷品），潘
庆寿图,作画,其他,1921,庆寿图,evt_01243,春，罗惇收到为其母亲作《庆寿图》，书赠集涪翁诗联致谢。
李思训碑,题跋,其他,1921,李思训碑,evt_01245,辛酉三月，罗原觉自北平来沪造访，为跋《李思训碑》。
敦复书室金石记,题跋,书法,1921,敦复书室金石记; 澄观堂书画录,evt_01246,题跋：“北海李思训碑，近今流传海内者，神采飞动，氊蜡精古，宋拓佳本似无逾此。原觉罗君，劬学嗜古，复能较其存字之多，一一为之详考，可称物得其主，筠清诸馆不获专美于前矣，志之以夸眼福。辛酉三月，宾谼。”按：碑帖尚有王国维、朱祖谋、沈曾植等题跋，显为黄宾虹所介绍。碑帖由有正书局出版。罗原觉（1892—1965），一名元觉，原名泽堂，别署恽卢、韬元，广东南海人。毕业于广东高等师范学堂，专攻文史，曾拜康有为、梁启超为师，精鉴别。著有《敦复书室金石记》、《澄观堂书画录》。
黄宾虹先生画集,出版,其他,1921,黄宾虹先生画集,evt_01263,按：画刊于1961年香港出版《黄宾虹先生画集》。
黄山图,作画,山水,1921,黄山图,evt_01264,5月，高燮与金松岑作黄山之游，为作《黄山图》。
金石纪闻,篆刻,篆刻,1921,金石纪闻,evt_01281,进宧《金石纪闻》：“滨虹去岁拟编印谱，以古玺例言七纸见寄，闻将来印谱仍赓续出版，失印均代以石印也。”
寒林远岫图,作画,其他,1922,寒林远岫图,evt_01298,春正月，乡人吴杏芬七十寿辰，登堂祝嘏，与汪律本（鞠友）、汪声远等作《寒林远岫图》以祝。
杏芬老人古稀录,出版,山水,1922,杏芬老人古稀录; 百花图,evt_01299,按：见《杏芬老人古稀录》海上百名家合作第1集。以所据画册残缺，未见其画。其目录有云：“寒林远岫图。汪鞠友画松，黄宾虹添竹石，沈珊若写寒柯，汪声远点寒鸦，杨雪瑶缀溪石，杨雪玖补平远山。” 吴淑娟（1853-1930），自署杏芬女士，安徽歙县人。父鸿勋，曾佐幕曾国藩，以兰竹名世。夫唐昆华，子吉生。工山水花鸟人物虫鱼。曾刊印《百花图》长卷，一时名公巨卿题咏殆遍。参展1910年义大利博览会，得作品为义大利皇后购藏。1915年集生平作品百幅，印珂罗版一巨册。1917年捐作品十幅与协约国红十字会，竞买得款一千七百余元，悉数充赈。
道咸同光名人赤牍,著述,其他,1922,道咸同光名人赤牍; 国朝文录; 明纪; 明纪考异; 文稿,evt_01321,与胡朴安书：“朴安先生大鉴：日昨寄奉叶李善由美洲来函，谅呈览入。近日敝馆属辑《道咸同光名人赤牍》，第一集已付印，现正赓续二集，材料内有陈克家者，自称师桐城姚春木（姚辑《国朝文录》），其祖某撰《明纪》，未成而卒，续成《明纪考异》一书。迹其生平，尝入军幕，又客松江。再韩弼元（韩公忆为友人李公度之岳丈，已函询之）曾庽江宁，主钟山、尊经两院山长，著《文稿》二卷，为兴化友人所刻。长子名景修，次子名景伊。陈、韩二公均未详其官阶爵里生平事略，先生殚见洽闻，赐示甚盼。拙稿日内已分头脱出候寄。此布，专颂著祺。弟质顿首。”
天苏阁图,作画,其他,1922,天苏阁图; 纯飞馆图,evt_01326,秋冬间，为徐珂作《天苏阁图》、《纯飞馆图》。
宾虹画语,著述,其他,1923,宾虹画语,evt_01347,胡韫玉主编《民国日报·国学周刊》来函约稿，为撰《宾虹画语》。
壮悔堂印说,篆刻,篆刻,1923,壮悔堂印说,,
华国,篆刻,山水,1923,华国,evt_01379,10月15，由章太炎为主任之《华国》月刊第二期出版，刊载山水画一帧及古玺印集拓。
海虞山图,作画,其他,1923,海虞山图,evt_01389,作《海虞山图》，写虞山实景。
苏省美术展览会之筹备员会,出版,其他,1924,苏省美术展览会之筹备员会,,
冷香阁图卷,作画,其他,1924,冷香阁图卷; 虎丘探梅图,evt_01402,冒严寒赴虎丘，与邓椿澍、雪葊合作《冷香阁图卷》，并为金天翮作《虎丘探梅图》，诗酒冷香，极一时之乐。
会场读画记略,著述,其他,1924,会场读画记略,evt_01413,3月9日，江苏省美术展览会在上海陆家浜职工教育馆开幕，撰《会场读画记略》介绍之。
一百家画梅,作画,花鸟,1924,一百家画梅; 西泠印社社友题名,evt_01428,按：丁辅之本年初始习绘事，专写松枝梅花，遍索友人画梅，竭数年之力，集为《一百家画梅》，1930年6月份由西泠印社印成二大册出版。此图为黄宾虹花卉最早印入画册中者。黄宾虹为西泠印社社友，戊子（1948）年《西泠印社社友题名》载：“黄质，宾虹，八十六，同治壬戌，安徽歙县，杭州栖霞岭十九号。”其入印社也许不晚于本年，待考。
题菊友滨虹合作卷子,题跋,其他,1924,题菊友滨虹合作卷子,evt_01438,按：齐卢之战发生在9月3日，黄宾虹离沪应在8月份。在贵池期间，留连山光水色，与汪律本书画遣怀。1929年2月1日《湖社月刊》第十五册刊有胡璧城《题菊友滨虹合作卷子》云：“一握京尘逢菊友，三年海市念滨虹。鬓眉枉见虬髯客，名姓应呼亡是公。结习未同鸡鹜食，游人去若马牛风。灯前搁笔论书画，尚有新安二子工。”画卷或即画于此际。
西泠撰杖图,作画,其他,1924,西泠撰杖图,evt_01455,12月19日傅熊湘来信催作《西泠撰杖图》。
东池印集,篆刻,篆刻,1924,东池印集; 西泠撰杖图; 南社湘集,evt_01456,傅熊湘书：“宾虹社长左右：别来无恙，想念弥殷。社友黎君戬园精工篆刻，所出《东池印集》，曾自它处采刊大著，从弟获谂行止，因乞书介，以慰相慕之诚，望赐教为感。又上年求惠写《西泠撰杖图》，并乞暇中一挥，至为企祷。前奉寄《南社湘集》一本，由朴安转寄，到否？此颂著安不一。弟傅熊湘顿首。十一月十五日。”
嘉陵山水图,作画,山水,1925,嘉陵山水图,evt_01461,1月，为易孺作《嘉陵山水图》，题画有云“我从何处得粉本？雨淋墙头月移壁”。
蜀中杂咏,题跋,山水,1925,蜀中杂咏,evt_01462,题跋：“嘉陵山水江上游，一日之迹吴妆收。烟峦浮动恣槃礴，画图挽住千林秋。秋寒瑟瑟窗牖入，唐人缣楮无真迹。我从何处得粉本？雨淋墙头月移壁。甲子冬日写奉大厂先生方家笑正。宾虹画并诗。”按：易大厂（1874—1941），名孺，原名廷熹，字季馥，别署大厂居士，广东鹤山人。早先肄业于广雅书院，中年游学日本。于书画、篆刻、碑版、音韵、文字源流、乐理等无不精研。孙中山任大元帅时，任其秘书。此际息影沪上，创设华南印书社，创制北碑字模。抗战前与黄宾虹兼任暨南大学书画研究会教席。此画刊本年11月出版的《华南新业特刊》，该刊由华南印书社出版，编辑者为易大厂、黄宾虹。题画诗后收入《蜀中杂咏》。
笺诗图,作画,其他,1925,笺诗图; 谢康乐诗注,evt_01463,春，赠黄节、唐天如画，3月14日黄节来信再索作《笺诗图》，并询欲在沪印行新著《谢康乐诗注》事。
谢康乐诗注,著述,其他,1925,谢康乐诗注,,
中国画史馨香录,篆刻,篆刻,1925,中国画史馨香录; 古画微,evt_01468,按：蔼农即黄葆戉（1880—1968），戊一作钺，号青山农。福建长乐人。精隶书，工篆刻，兼善绘画。供职商务印书馆，与黄宾虹同事。《中国画史馨香录》并未再赓续，也许致力于《古画微》的写作，已无暇兼顾。
登高望远图,作画,其他,1925,登高望远图,evt_01473,四月，为郑旼（遗苏）族裔程完心作《登高望远图》。
访碑图,作画,其他,1925,访碑图,evt_01475,约此际，为收藏家刘晦之作《访碑图》。
寿石山房山水润例,作画,山水,1925,寿石山房山水润例,evt_01481,《寿石山房山水润例》：“余威丹女士工画山水，笔意苍秀，功力深厚，直入四王之室，求画者接踵，为定润例如右：堂幅四尺十二元，五尺十六元，六尺廿四元，八尺三十六元。屏条每条照堂幅七折。横披照堂幅加半。斗方、册页、扇面每件尺内者三元。手卷每尺三元。三尺立轴照四尺堂幅八折。以上点景、工细、青绿、泥金均加倍。纸润先惠，约期取件。乙丑年五月，萧蜕公、黄滨虹、汪铎代订。收件处：西门石皮衖亦仁里一号。”
中国名画集,出版,其他,1925,中国名画集; 艺观,,
艺观,出版,其他,1925,艺观; 艺观; 生春红; 鼎脔; 鼎脔,evt_01494,存考：这份章程因宋若婴夫人作为黏贴黄宾虹主编《美术周刊》所撰部份文章的剪报而幸存下来，借此可以揭开艺观学会一些鲜为人知的内情。我们现在看到的翌年出版的《艺观画报》、《艺观》杂志第一集和1929年出版的《艺观》杂志第二期到第六期，原来并非由有正书局和神州国光社出资印行的。它们是集资出版的同人刊物。署名发起人中，既有有正书局主人狄楚青，也有主持过《神州日报》的汪彭年，同时也有黄宾虹的夫人、亲友和学生。学生中有陶明霞（陶鹤亭之女）、虞澹涵（虞洽卿之女）、谈玲君，都是三十年代中国女子书画会成员。有关他们组合的详情没有留下一丝信息。根据后来或显或晦的一些信息，黄宾虹兴学授徒、振兴画学的活动似乎萌发于此际
遗民录,著述,山水,1925,遗民录; 续黄山志; 生春红,evt_01505,与许承尧书：“霁公先生鉴：远荷贲缄，过蒙注饰，恧感恧感。属书楹额，综襍籀篆，希赐教正。歙中一丘一壑，皆入画图，所惜前人著述书籍散佚无存。仆近拟辑徽郡诗人传略，以志乘及诸大家诗文集为蓝本，而邑中先哲诗集不可备致，犹可以轶事想见其为人。我公往还里之日多，如程篁墩、许青岩之《遗民录》，汪扶晨《续黄山志》、江橙里《橙阳杂志》等书，近有所见否？北燕南沪，虽称藏书最多之地，然类皆常见，无可采辑。数年以来，敝行箧中，得明代徽人画迹尚多，今集资刊印一杂志，如有大著诗文关于国故者，尤所企盼。（如经学师承，江、戴诸公佚闻，明代刻书，徽人尤多，能搜集其事亦佳。）惟公勋业彪炳，琐屑不敢奉渎耳。湘中向乐毅（谷）君言敦煌
黄山文殊台图,作画,山水,1925,黄山文殊台图,evt_01515,仲冬，为王雪帆作《黄山文殊台图》。
古画微,著述,其他,1925,古画微,evt_01523,12月，所著《古画微》由上海商务印书馆出版。
万有文库,出版,其他,1925,万有文库; 古画微; 九十杂述; 古画微,evt_01525,按：是书先作为《小说世界丛书》之一发行，继又作为《国学小丛书》、《万有文库》之一再版发行。覊居北平讲学时，曾作增益校订，校订本已收入《黄宾虹文集》。《古画微》因限于小丛书篇幅，较原稿有删减。《九十杂述》云：“《古画微》原稿四册，经商馆小丛书出版，篇幅所限，仅前六篇存原，余多删减，非完本。”
中国金石书画艺观学会小启,题跋,篆刻,1926,中国金石书画艺观学会小启,,
红树室图,作画,其他,1926,红树室图,evt_01555,夏日，为陆丹林作《红树室图》。
浙游纪胜图册,作画,其他,1926,浙游纪胜图册,evt_01558,丙寅夏，为谈月色作《浙游纪胜图册》。
罗振玉王国维往来书信,著述,其他,1926,罗振玉王国维往来书信; 艺观; 艺观; 玺印姓氏征后跋; 艺观,,
东洋美术的精神,题跋,其他,1926,东洋美术的精神; 小启,evt_01585,他在叙述艺观学会宗旨“缅周圣多艺游艺之言，绎东儒客观主观之旨”时，对“东儒主观客观”这句话作了如下注释：“日本泽邨专氏来北京大学论画谓形似是客观，气韵是主观，却从客观的物象事实外表现主观。”按：这里说的“泽邨专氏”，经洪再新兄查征，正确表述应为“泽邨氏”，其全名泽邨专太郎，生于1884年，卒于1930年，泽邨为其姓，专太郎为其名。他是日本东京大学教授，于1923年秋到北京，在北京大学作了《东洋美术的精神》的演讲。演讲由张凤举口译，乌以峰、张元亨记录，刊于翌年出版的北京大学《造形杂志》。远在北京出版的这本不引人瞩目的杂志却引起谱主的关注。是什么引起谱主特别关注的呢？或者说，泽邨专太郎的什么话触动
金文编,著述,其他,1926,金文编,evt_01592,邓尔雅书：“滨虹先生足下：前月获诵手书，以小恙迟迟未覆，伏惟原谅。比想翰墨清娱，起居康健为颂。兹者舍甥容希白（名庚，即著《金文编》者）南归，顷复北上，顺道经沪，拟奉谒高斋，一领大教，属为介绍。舍甥锲而不舍，深愿足下进而教之也。专此，即请台安。弟邓尔顿首。”
拟李晞古江寺图,作画,其他,1926,拟李晞古江寺图,evt_01594,夏，应蔡哲夫转请，为黄般若作《拟李晞古江寺图》。
忆宾虹老人,题跋,山水,1926,忆宾虹老人; 天荒,evt_01596,黄般若《忆宾虹老人》：“我在少年的时候，已很爱画，常常看潘冷残先生所编的《平民画报》、《时事画报》，以致（及）上海出版的《点石斋画报》。那时，我的少梅六叔，也经常替《平民画报》、《时事画报》绘图和编写，所以我也能常常得到潘冷残先生、王秋斋先生、蔡哲夫先生等的指导。潘、王、蔡三位是广东的出版界的前辈，也是书画界的前辈，他们时时谈到宾虹老人的画、宾虹老人的诗文、宾虹老人的收藏。那时我脑海中已经有着宾虹老人的幻象，总希望有一天能拜谒宾虹老人，请他们指导我以书画的方法。潘冷残先生主编的《天荒》杂志里，有宾虹老人的画二三幅，我看到喜极了，蔡哲夫先生特地替我求宾虹画一小幅山水画送给我。那幅山水画，是题着仿
怀黄宾虹先生,出版,其他,1926,怀黄宾虹先生; 鼎脔; 翰墨缘; 鼎脔,evt_04378,3月31日，俞剑华撰《怀黄宾虹先生》刊于《申报》。
鼎脔社举行书画展览,出版,书法,1926,鼎脔社举行书画展览,,
鼎脔同人书画展览会纪念册,出版,其他,1926,鼎脔同人书画展览会纪念册,evt_01613,按：展览会后，出版《鼎脔同人书画展览会纪念册》，收齐白石、黄宾虹等人作品十三帧。
篝镫纺读图,作画,其他,1927,篝镫纺读图,evt_01615,春，为陆丹林作《篝镫纺读图》。
勘书图,作画,其他,1927,勘书图,evt_01628,徐积余赠精刻影宋善本永嘉四灵诗，作《勘书图》报之。
续方言又补,著述,其他,1927,续方言又补; 云仙散录札记; 吴越春秋札记; 积余斋藏书志,,
练滨草堂图,作画,其他,1927,练滨草堂图,evt_01636,夏日，为巴慰祖族裔巴叔海订润例，并作《练滨草堂图》赠之。
巴叔海润例,作画,山水,1927,巴叔海润例,evt_01637,《巴叔海润例》：“巴君叔海，新安巴予藉先生之族裔也。髫龄蜚声庠序，壮游四方，工篆隶书，善画山水，兼精篆刻，妙有四香堂之遗风。近以求者日繁，应接不暇，爰为代订润例，鉴者谅焉。（中略）丁卯夏日，黄宾虹订于上海。”
寿石山房画例,作画,山水,1927,寿石山房画例,evt_01641,《寿石山房画例》：“余威丹女士工画山水，笔意苍劲，功力深厚，直入四王之室，求画者接踵，为定润例如下：（略）黄宾虹、萧蜕公、汪声远代定。”
陈巨来篆刻,篆刻,篆刻,1927,陈巨来篆刻,evt_01644,《陈巨来篆刻》：“陈君巨来，年少笃学，雅好篆刻，从四明赵叔孺先生游，艺益古隽，上自秦、两汉、宋元，下及徽、浙诸派，靡不得其神髓，视近之貌为奇古谲觚炫世者，途径迥别，当代识者，若王胜之、褚礼堂、高野侯、丁辅之、黄宾虹、吴湖帆诸先生等尤为心折，赞美备至。下列数印（略），为陈君印作。收件处：上海南成都路善乐坊七百零七号陈寓、朵云轩及九华堂（厚记）。”（8月10日申报）
出版界消息—金石书画家小传二集编就,出版,其他,1927,出版界消息—金石书画家小传二集编就,,
池州青玉峡,作画,其他,1927,池州青玉峡; 池阳待闸,evt_01652,约此际，画《池州青玉峡》图，书《池阳待闸》诗合璧扇页寄赠陈直。
记神州国光社的代表性出版物,出版,篆刻,1928,记神州国光社的代表性出版物; 十月; 铁甲列车; 中国社会史论战,evt_01664,郑逸梅《记神州国光社的代表性出版物》：“上海神州国光社，最初是由邓秋枚和黄宾虹所组织的，它所刊行的大都是历代书画、碑帖、金石、印谱一类的书。……1928年，神州国光社以四万元的代价让给陈铭枢，改出社会科学新书，发刊《读书杂志》、《文化杂志》、《十月》、《铁甲列车》，又出了《中国社会史论战》四大册。该社当时较有代表性的出版物要推《中国内乱外祸历史丛书》了，初版刊印，首冠蔡元培的总序。”
烂漫社同人画册第一集,出版,其他,1928,烂漫社同人画册第一集,evt_01680,春，与张善孖、张大千、马骀、俞剑华、熊松泉、陈刚叔、蔡逸民等组织烂漫画社，被推为社长，陈刚叔副之，集资出版《烂漫社同人画册第一集》。
采石矶图,作画,其他,1928,采石矶图,evt_01692,戊辰三月，为张𬤊斋作《采石矶图》。
玉愚画趣,出版,山水,1928,玉愚画趣,,
陶冷月年表,篆刻,篆刻,1928,陶冷月年表,evt_01705,陶为衍《陶冷月年表》1928年条：“（陶冷月）受聘暨南大学中国艺术系主任。由徐悲鸿函荐，聘任黄宾虹为中国画史教授，汤安为金石篆刻教授。春，与暨大同事黄宾虹、王云僧、钱云鹤游无锡梅园。”
示同学诸子,著述,其他,1928,示同学诸子,evt_01721,与陈柱书：“守玄先生大鉴：顷读手教，并誊写版印大著《示同学诸子》三首，捧读再四，倾佩无似。古云‘非静无以成学’，又云‘敬业乐群’，柳诚悬‘心正则笔正’之语，万世不易。画中北苑、大痴，所贵中锋。鄙人近悟一用笔之理，尝见汽车连轴行铁轨上，远观似甚缓，缓而不滞，近观则电掣风驰，迅速而不浮动，若徐若疾，圆转自如，虽动而静，可悟静之理。四通八达之衢，轮蹏辐凑，往来如织，而经纬错综，不相倾轧。书法中所称担夫争道，争中有让，即画中之布白法；争而后有气，气愈足则让处皆是力。晋宋画已有如虫啮木，自然成文之妙。晋魏人写经，最得斯恉。唐人有意让匀，即为失之。宋至苏、米，明争暗让，古法犹存。清代书家，知之已鲜，画更无
天马观画记,作画,山水,1928,天马观画记; 疏林远岫; 达摩出山; 太华揽胜; 听松图,evt_01728,俞剑华《天马观画记》：“天马会近在宁波同乡会开第九届展览会，内分中国画、西洋画、摄影、雕刻四种。余日前特往参观，今将感想所及，拉杂述之于下：一、全体作品鸟瞰。就全体作品观察，似乎无大进步，杰作未免太少，滥作未免太多。中国画数量虽多，人数亦极伙，然能惬人意者不过十之二三，西洋画则数量既少，精彩更鲜，老作家已洗笔改行，新作家尚未成熟，虽不无一二幅合作，然提倡西画已及二十年，结果不过如此，未免令人气短。惟摄影似有急足之进步，而雕刻则绝无仅有，祇佛像三尊、图章拓片数方而已，幸有平泉书屋所藏古画加入展览，时有精品以资点缀，为之生色不少。一、我所认为杰作者。山水中童啸秋君《疏林远岫》，笔意古雅，非庸手可及
今年之天马会,题跋,山水,1928,今年之天马会,,
广西大学筹备员过港记,作画,山水,1928,广西大学筹备员过港记; 宾虹藏印; 古画微,evt_01742,橄榄《广西大学筹备员过港记》：“广西大学筹备员马君武、陈柱尊，及暑期讲习会讲师陈钟凡、黄宾虹、白鹏飞、陈钦仁、丘景尼、唐庆增、姜琦、马名海及其夫人等，于八号、九号先后来港转轮赴梧。到港时，黎工佽、杜其章二君设宴于南园，马君武、白鹏飞数君于席次挥毫题字贻《非非画报》，老画家黄宾虹亦走笔作山水两帧，一贻杜其章，一贻黄般若君。席间有叩马君武君以广西大学之筹备之经过，略谓广西大学校舍已决定在梧州，现仍在建筑中，筹备于今年十月间开学，此次返桂筹备一切，并请国内学者往桂讲学，顺道一游桂林，一月后即赴广州云云。是日马君武、马名海二君，即转乘梧港轮赴梧，而黄宾虹诸教授等则留港一二日。黄君宾虹以南社之关系，与邓
传略,题跋,其他,1928,传略,evt_01745,按：黎工佽，陈柱之女陈松英1936年为撰《传略》云：“黎耦斋先生，字耦斋，广西宁明人。谅直负意气。初擅墨菊，萧踈雅澹，在白阳、克庵之间。及与黄宾虹、邓芬、高剑父、张谷雏先生为友，时以道艺相砥砺，技大进，下笔淋漓恣肆，奇趣侧出。近旁及禽鱼，纵逸如青藤、八大，倜傥象外。自来吾粤操觚者，多枯守成法，门户之见颇深，惟先生翺翔乎诸家，落落自喜，独与众异。先生在香港主持报政多年，与家大人友善。家大人每过香港必相见，见必把酒论艺。余民国二十一年春，随家大人来沪，道过香港，因得识先生。先生尝累以画赠家大人。去年（1935）夏，家大人与黄宾虹、冯振心先生到港，先生亦以画扇相赠，并请家大人题所藏李芸阁藤花长卷，意
府江道路考,著述,其他,1928,府江道路考; 岭南风物记; 蚕尾集; 桂海虞衡志,evt_01750,《桂游日记》：“漓江又名府江，至桂林八百里，有三百六十滩。明万历时，既辟陆路，治道造桥，募土舍，费仲拙制三角船千觔飞撞五爪龙蜈蜙铲诸器，役峒兵乘天寒水落，开辟险滩，计历三冬春，戊己之际，藤湾、雷霹、检窖、龙口平，己庚之际，此滩、上仰、福登、穴口平，庚辛之际，永滩、浪滩、长滩、廖滩、小背、金鸡、猪牙、鼈州、六水、闹滩平，凡晤平、平乐两县境，均无梗阻，上而阳朔下而苍梧，少险滩焉 。按千顷堂书目载，明郭棐著《府江道路考》一卷，黄虞稷曰：万历丙戌年为宪使，集今不可见。四库全书目，吴绮撰《岭南风物记》一卷，宋俊增补，江闿删订。王士祯《蚕尾集》书缩头道人事一篇，称门人新安江闿辰六是吴江皆安徽人。（？）绮本
八桂豪游图,作画,山水,1928,八桂豪游图,evt_01771,讲学期间，笔墨酬应，求者踵接。为陈柱作《八桂豪游图》山水长卷。
画梅,作画,其他,1928,画梅; 艺林,evt_01793,谈月色自题《画梅》：“戊辰秋仲，宾虹师桂林返棹，道出珠江，造访赁庑，亲授用笔用墨之法，因悟得此。己巳夏五，画寄《艺林》。蔡谈溶之月色。”（《艺林旬刊》第六十七期）
李铁夫失黄宾虹画（长风）,作画,山水,1928,李铁夫失黄宾虹画（长风）,evt_01795,《李铁夫失黄宾虹画（长风）》：“近世习艺 术辈，每多习欧西派者，则抨击国粹派为落后，师古法者则排欧西派为忘本，惟鹤山画师李铁夫则无此论也。铁夫幼年爱好美术，求学时已能作山水人物，及长，赴 英美法留学，专研西洋美术，游于世界画师沙剪车士之门凡十数年，定（静）物人像之作品，均有精到处，虽欧洲人士莫不推崇备至。铁夫虽精欧西画艺，但对国画 绝口从不诋毁一言，且对唐宋古派，犹深爱赏览，无时下画人轻佻态，盖其有学术修养，有以致之。民国二十年（按：应为十七年），铁夫以倦游归国，止于洋石。 时适上海国画名家黄宾虹慕桂林阳朔山水之胜，买棹南来，由广东而道经入桂。抵穗时，有某名人之介绍而识铁夫，黄李二人各有相见恨
族祖凤六山人画潭渡村图诗跋,著述,篆刻,1928,族祖凤六山人画潭渡村图诗跋; 先德录; 字诂; 义府; 印人传,,
溪山独钓图,作画,山水,1928,溪山独钓图,evt_01809,秋，题陶冷月新作《溪山独钓图》。
漓江山色图,作画,其他,1928,漓江山色图,evt_01811,为陶冷月绘《漓江山色图》。
机丝夜月图题咏集,作画,其他,1928,机丝夜月图题咏集; 机丝夜月图; 金缕词,,
